iter	Logloss
134	0.4636784145
135	0.4632320295
136	0.4620397077
137	0.4612611171
138	0.4604991804
139	0.4597667585
140	0.458788365
141	0.4576837158
142	0.4568719482
143	0.4562917219
144	0.455677403
145	0.4547890363
146	0.4539498029
147	0.4532193429
148	0.4522601754
149	0.4517716762
150	0.4509894671
151	0.4502864293
152	0.4495735822
153	0.4490739223
154	0.4484560285
155	0.4483840942
156	0.4475058419
157	0.4466795567
158	0.4460224261
159	0.4453600638
160	0.4446073696
161	0.4438531494
162	0.44341762
163	0.4430295236
164	0.4424355643
165	0.4419755336
166	0.4411570086
167	0.4405679321
168	0.4399128069
169	0.4390328544
170	0.4381997245
171	0.4372868129
172	0.4369965908
173	0.4363850621
174	0.4356427002
175	0.4348679461
176	0.434083252
177	0.4335938372
178	0.4328099714
179	0.4324122838
180	0.431835022
181	0.4313219343
182	0.4308223615
183	0.4302028983
184	0.4298116193
185	0.429282183
186	0.4287523106
187	0.4281750924
188	0.4277161516
189	0.4273179844
190	0.4267314802
191	0.4260005842
192	0.4255275181
193	0.4250315639
194	0.4245175607
195	0.4237724086
196	0.4232802909
197	0.4226031058
198	0.4217600795
199	0.4212169538
200	0.4206364223
201	0.4200916835
202	0.4192723737
203	0.4188221959
204	0.4180973162
205	0.4175460379
206	0.4170385742
207	0.4163732038
208	0.4155481829
209	0.4148618426
210	0.4143138777
211	0.4138297817
212	0.4132941982
213	0.412761492
214	0.4122296579
215	0.4115205165
216	0.4109433855
217	0.4106172398
218	0.4100304304
219	0.4095987374
220	0.409185573
221	0.408570949
222	0.4082190377
223	0.4077961949
224	0.4074289812
225	0.4069064767
226	0.4063361904
227	0.4058992222
228	0.4053896659
229	0.4049089704
230	0.4043914795
231	0.4038296073
232	0.403152553
233	0.4025020926
234	0.401856951
235	0.4013017491
236	0.4008319092
237	0.4002332415
238	0.3996790423
239	0.3993691145
240	0.3990142822
241	0.3985076904
242	0.3981337193
243	0.3975420271
244	0.396918335
245	0.396504691
246	0.3960961914
247	0.3956103952
248	0.3952187674
249	0.3947503662
250	0.3941734096
251	0.3937477766
252	0.393419887
253	0.3929153006
254	0.3925765555
255	0.3920655169
256	0.3917406355
257	0.3910648891
258	0.3904501343
259	0.3900092425
260	0.3895464652
261	0.3891074916
262	0.3885604422
263	0.3881412179
264	0.3876097325
265	0.3870492118
266	0.3864373779
267	0.3860296631
268	0.3854090663
269	0.3849482073
270	0.3845781163
271	0.3839863368
272	0.3836681693
273	0.3831077358
274	0.3827489362
275	0.382336295
276	0.3819891793
277	0.3816928537
278	0.3811810739
279	0.3808360073
280	0.3804993112
281	0.3799850028
282	0.3796427699
283	0.3790560913
284	0.378518546
285	0.3781017194
286	0.3776796177
287	0.3771834891
288	0.3767498779
289	0.3764097377
290	0.3758153425
291	0.3753777204
292	0.3748440988
293	0.3740955026
294	0.3735082136
295	0.3733008684
296	0.3727777536
297	0.372361581
298	0.3720115008
299	0.3715949358
300	0.3712640381
301	0.3708935547
302	0.3706020682
303	0.3702922712
304	0.3697874233
305	0.3694076974
306	0.3688820539
307	0.3685048131
308	0.3680658831
309	0.3675340925
310	0.3671129935
311	0.3665361677
312	0.3660580008
313	0.3655940901
314	0.3651921518
315	0.364768328
316	0.3644387817
317	0.3640381513
318	0.3635524205
319	0.3632655988
320	0.3627884783
321	0.3620441328
322	0.3616386632
323	0.3613146973
324	0.3608178275
325	0.3605022975
326	0.3601363046
327	0.359846235
328	0.3594136701
329	0.3588645063
330	0.3585229056
331	0.3580897958
332	0.3575603812
333	0.3571761867
334	0.3568758501
335	0.3566524179
336	0.3562343924
337	0.3558319528
338	0.3555327061
339	0.3551039995
340	0.3548436628
341	0.3543164716
342	0.3540157645
343	0.3535613796
344	0.3530902972
345	0.3526646423
346	0.3523074777
347	0.3519420079
348	0.3514620754
349	0.3511798532
350	0.3506721933
351	0.3502252197
352	0.3497143119
353	0.3494510542
354	0.3490775408
355	0.3488160924
356	0.348513576
357	0.3482021005
358	0.3475020708
359	0.3471602958
360	0.3468702916
361	0.346464713
362	0.3462621416
363	0.3457873535
364	0.3453949847
365	0.3449567304
366	0.3444791521
367	0.3440949358
368	0.3435841588
369	0.3432397461
370	0.3429931423
371	0.3426498849
372	0.3422622027
373	0.3419067165
374	0.3416362
375	0.3412925502
376	0.3408856201
377	0.3404550607
378	0.3401317923
379	0.3398745292
380	0.3393773542
381	0.3391167123
382	0.3387388829
383	0.3384914725
384	0.3382063511
385	0.3378917585
386	0.3375486537
387	0.3372437831
388	0.3369542585
389	0.3366966248
390	0.3363630458
391	0.336005031
392	0.3356215559
393	0.3353567069
394	0.3348901803
395	0.3345246669
396	0.3340582711
397	0.3336809867
398	0.3334783282
399	0.3332182966
400	0.3328438023
401	0.3324458531
402	0.33212677
403	0.3318010603
404	0.3314182826
405	0.3311420332
406	0.3307783726
407	0.3302913557
408	0.3300787354
409	0.329718301
410	0.329448155
411	0.3291016497
412	0.3289141628
413	0.3284797886
414	0.3280891636
415	0.3277607509
416	0.3274878584
417	0.3272593689
418	0.3271204049
419	0.3266713388
420	0.3262869481
421	0.3258684431
422	0.3255499268
423	0.3251361956
424	0.3247089931
425	0.3245575823
426	0.3242591204
427	0.3237228394
428	0.323409947
429	0.3230954851
430	0.3227087402
431	0.322401559
432	0.3218774632
433	0.3215412685
434	0.3212942069
435	0.3207849339
436	0.3203938293
437	0.3199920872
438	0.3198105076
439	0.3195242092
440	0.3191499547
441	0.319024571
442	0.3186495536
443	0.3182375227
444	0.3180067662
445	0.3176617432
446	0.317252873
447	0.3169115775
448	0.3165354048
449	0.3161533465
450	0.3158552769
451	0.315486145
452	0.3150925119
453	0.3147549874
454	0.3144041661
455	0.3141664777
456	0.3137774004
457	0.3134697614
458	0.3131593541
459	0.3129790606
460	0.3126233782
461	0.3123227365
462	0.3120470537
463	0.3117061942
464	0.3114892578
465	0.311101641
466	0.3109658813
467	0.3107691084
468	0.3103010777
469	0.3100259399
470	0.3097705078
471	0.3095426505
472	0.3093271746
473	0.309083034
474	0.3087814985
475	0.3085463606
476	0.3082056972
477	0.3079571969
478	0.3076867676
479	0.3074196952
480	0.3072692435
481	0.3070646014
482	0.3067575945
483	0.3063447571
484	0.306149619
485	0.3059494019
486	0.3058004325
487	0.3055831473
488	0.3054087612
489	0.3051821899
490	0.3049500384
491	0.3045142038
492	0.3041233172
493	0.3037910897
494	0.3036172049
495	0.3031907436
496	0.3029585484
497	0.3026919556
498	0.302371303
499	0.3020290266
500	0.301809845
501	0.3014801461
502	0.3012528774
503	0.3009827314
504	0.3006882586
505	0.3003925868
506	0.3001255798
507	0.2998876299
508	0.2996657671
509	0.2994231306
510	0.2992161778
511	0.2990364075
512	0.2987818691
513	0.2986101859
514	0.2983709717
515	0.2981476266
516	0.2978520421
517	0.2973938424
518	0.297195173
519	0.2968597848
520	0.2964785331
521	0.2964052037
522	0.2959872001
523	0.2957429722
524	0.2954755729
525	0.2952284241
526	0.2948756191
527	0.2946141924
528	0.2941217695
529	0.2940305001
530	0.293886152
531	0.2936182077
532	0.2934049552
533	0.2931634304
534	0.2929235404
535	0.2927038792
536	0.2924395098
537	0.2922555978
538	0.2919940622
539	0.2917861285
540	0.291559688
541	0.2913154384
542	0.2909641811
543	0.290778547
544	0.2906015451
545	0.2902110073
546	0.2898223877
547	0.2895205688
548	0.2892525809
549	0.2889808873
550	0.2887456839
551	0.2885487584
552	0.2883204869
553	0.2878974915
554	0.2875763375
555	0.2873817226
556	0.2871167428
557	0.2866948591
558	0.2864097377
559	0.2860894339
560	0.2858629281
561	0.2856058829
562	0.285334756
563	0.2847900827
564	0.2844966779
565	0.2841220965
566	0.2839022391
567	0.2835658482
568	0.2833266776
569	0.283074428
570	0.282797372
571	0.282489951
572	0.2823391724
573	0.2820990426
574	0.2818612671
575	0.2815660313
576	0.281348659
577	0.2810145351
578	0.280753479
579	0.2804941014
580	0.2803138515
581	0.2800503104
582	0.2798453413
583	0.279630127
584	0.2794327436
585	0.2792457799
586	0.2789793614
587	0.2787159511
588	0.2785197667
589	0.278274231
590	0.2780209569
591	0.2778435843
592	0.2776575143
593	0.2774117388
594	0.2770336914
595	0.2767895944
596	0.2766029794
597	0.276312561
598	0.2758961051
599	0.2756944493
600	0.2753444563
601	0.2749913679
602	0.2747332328
603	0.2743943569
604	0.2740958514
605	0.2739063808
606	0.2736714826
607	0.2733779035
608	0.2730715506
609	0.2727664621
610	0.2726072039
611	0.2723564802
612	0.2721194022
613	0.2718235997
614	0.2716473825
615	0.2714495196
616	0.2711886161
617	0.2709698486
618	0.2708017404
619	0.2705706569
620	0.2703116717
621	0.2700474112
622	0.2700084141
623	0.2698438808
624	0.2695354135
625	0.2693414743
626	0.2691485596
627	0.2688435582
628	0.2686032104
629	0.2683179147
630	0.2681052944
631	0.267829786
632	0.2675729806
633	0.2673051017
634	0.2670113264
635	0.2666369847
636	0.2665243312
637	0.2662059239
638	0.2660423497
639	0.2657279096
640	0.265537371
641	0.2653248378
642	0.2651029314
643	0.2648221479
644	0.264581168
645	0.2643178449
646	0.2640638951
647	0.2638545445
648	0.2636734445
649	0.2633919416
650	0.2631873866
651	0.2630426025
652	0.2627423532
653	0.2624546378
654	0.2623052543
655	0.2620656695
656	0.261879534
657	0.2616850499
658	0.2614395796
659	0.2612010193
660	0.2609279524
661	0.260682591
662	0.2603284999
663	0.2602071926
664	0.2599754116
665	0.2596857125
666	0.2595232936
667	0.2593089512
668	0.2591565159
669	0.2589410836
670	0.2586331831
671	0.2583218384
672	0.2580026899
673	0.2577282497
674	0.2575154768
675	0.2572616359
676	0.2570389448
677	0.256870248
678	0.2566693115
679	0.256317531
680	0.2560406058
681	0.2559285191
682	0.2556905474
683	0.2554200963
684	0.2552589417
685	0.2550723921
686	0.2548306056
687	0.2546263559
688	0.2543582153
689	0.2541875567
690	0.2540519932
691	0.2537977818
692	0.2535704476
693	0.2533276367
694	0.2529750715
695	0.2527062116
696	0.2523914664
697	0.2520980181
698	0.2519084821
699	0.2516759818
700	0.2514818464
701	0.2512198312
702	0.2510132926
703	0.2508492388
704	0.2505754089
705	0.2502825928
706	0.2501350839
707	0.2499950954
708	0.2498645673
709	0.2497013419
710	0.2494411795
711	0.2492017256
712	0.2488975961
713	0.2485621643
714	0.2483614458
715	0.2481125314
716	0.2479082816
717	0.2477524022
718	0.2474993461
719	0.2472574506
720	0.2471158055
721	0.2468981934
722	0.2466491263
723	0.2462278094
724	0.2460323007
725	0.2456879752
726	0.2455003575
727	0.2452890887
728	0.2450468009
729	0.2448837498
730	0.2446345302
731	0.2444285366
732	0.2441393607
733	0.2438749259
734	0.2436986215
735	0.2435633632
736	0.243351484
737	0.2432516044
738	0.2430705043
739	0.2427040754
740	0.2423954773
741	0.2421981376
742	0.2420270211
743	0.2418506077
744	0.2416977147
745	0.2415468924
746	0.2413746425
747	0.2410652379
748	0.2408319528
749	0.2405404663
750	0.2403068324
751	0.240120806
752	0.2399151829
753	0.2396657889
754	0.2394057792
755	0.2392412458
756	0.2390712411
757	0.2387722778
758	0.238560464
759	0.2383680725
760	0.2382734462
761	0.2380725098
762	0.2378083365
763	0.2374297442
764	0.2371763393
765	0.2369917515
766	0.2368821934
767	0.2366604832
768	0.2364018903
769	0.2361842564
770	0.2359453692
771	0.2358054243
772	0.2355989729
773	0.2354283796
774	0.2351510184
775	0.2349328177
776	0.2347177996
777	0.2345754787
778	0.2343467712
779	0.2341956874
780	0.2338882882
781	0.2336095101
782	0.2332999529
783	0.2331091527
784	0.2328307234
785	0.232590441
786	0.2324303763
787	0.232159947
788	0.2319699097
789	0.2317479597
790	0.231632952
791	0.2314210292
792	0.2311229597
793	0.2308759853
794	0.2305707441
795	0.2303909738
796	0.2300524902
797	0.2297854614
798	0.2294866289
799	0.2293225752
800	0.228936724
801	0.2287341963
802	0.2284899902
803	0.2280864825
804	0.2278074646
805	0.2276518032
806	0.2274338205
807	0.2270317514
808	0.2268700736
809	0.2266092791
810	0.2264720154
811	0.2262942941
812	0.2260507638
813	0.225770547
814	0.22548366
815	0.2252029419
816	0.2249475534
817	0.224558585
818	0.2243424116
819	0.2241010393
820	0.2237726702
821	0.2235194615
822	0.2233152335
823	0.223153098
824	0.2229358564
825	0.2226718576
826	0.2224985177
827	0.2223444475
828	0.2221234567
829	0.2219499425
830	0.2216491699
831	0.2214220319
832	0.2212998308
833	0.2210807582
834	0.2209564209
835	0.2206917245
836	0.2205303955
837	0.2203567505
838	0.2201584516
839	0.2199325997
840	0.2197114345
841	0.2195185416
842	0.2193467494
843	0.219120963
844	0.2190132795
845	0.2187850298
846	0.2185995919
847	0.2184356253
848	0.218193076
849	0.2179229736
850	0.2176896449
851	0.217432469
852	0.2172715323
853	0.2169645691
854	0.2167826625
855	0.2165742275
856	0.2162829372
857	0.2161080061
858	0.2158873858
859	0.2156505694
860	0.2153787667
861	0.2152382987
862	0.2149784633
863	0.2148136902
864	0.2147072274
865	0.2145677403
866	0.2144500732
867	0.2141923523
868	0.2139567348
869	0.2138182504
870	0.2136077445
871	0.2133495658
872	0.213114624
873	0.212903159
874	0.2126646423
875	0.2124845886
876	0.2122349766
877	0.2120681545
878	0.2117003741
879	0.2115329633
880	0.2113257272
881	0.2111179025
882	0.2109094674
883	0.2107426671
884	0.2105245536
885	0.2103892735
886	0.2101063974
887	0.2099589321
888	0.2097442627
889	0.209541844
890	0.2093158395
891	0.2091753714
892	0.2089876447
893	0.2088095529
894	0.208643668
895	0.2084917777
896	0.2081897845
897	0.2079156494
898	0.2076897975
899	0.2074030631
900	0.2072340611
901	0.2070812988
902	0.2068560355
903	0.2066496059
904	0.2064854867
905	0.2063374547
906	0.2061652265
907	0.2058389064
908	0.2056640843
909	0.2053378732
910	0.2051152475
911	0.2048911612
912	0.2047238595
913	0.2044446673
914	0.2043127877
915	0.2040672084
916	0.2038947841
917	0.2037487793
918	0.2035440063
919	0.203349653
920	0.2031989833
921	0.20295384
922	0.2027156285
923	0.2026075527
924	0.2023716736
925	0.2021085031
926	0.2019233922
927	0.2016837638
928	0.2014179339
929	0.2012310791
930	0.2009193202
931	0.200743103
932	0.2005830165
933	0.2004528373
934	0.2002791704
935	0.1999908011
936	0.1998444911
937	0.1996569606
938	0.1994742693
939	0.1992627389
940	0.1991248866
941	0.1988633074
942	0.1986741856
943	0.1985314941
944	0.1983358765
945	0.1981660897
946	0.1980410767
947	0.1978700474
948	0.1976768712
949	0.1974211557
950	0.1972645787
951	0.1969975499
952	0.1967926897
953	0.1965939331
954	0.1963788278
955	0.1961172921
956	0.1959483119
957	0.1956699262
958	0.1954702759
959	0.1953369795
960	0.1950569371
961	0.1949077933
962	0.1947437395
963	0.1945372009
964	0.1943079921
965	0.1941856166
966	0.1940643093
967	0.1938340977
968	0.1936795044
969	0.1935031564
970	0.1932264491
971	0.1930085754
972	0.1927906145
973	0.1925828334
974	0.1924391392
975	0.1922375488
976	0.1920756749
977	0.1919160679
978	0.1917570714
979	0.1915348162
980	0.1913942827
981	0.1912123108
982	0.1910406058
983	0.1908435495
984	0.1907341439
985	0.1905124337
986	0.1903701128
987	0.1902066476
988	0.1899879892
989	0.1897940935
990	0.1896150861
991	0.1893852888
992	0.1892810495
993	0.1890216936
994	0.1888558524
995	0.1887062727
996	0.1884951782
997	0.1883843994
998	0.1881693377
999	0.1880093384
